id,date,startYear,endYear,precision,title,type,apUnit,apTopic,region,category,apTheme,tier,description,whyItMatters,causes,effects,memoryHook,sourceNote,confidence
u8-002,1919,1919,1919,exact,Treaty of Versailles,treaty,8,8.2,France; Britain; German States,war-diplomacy; political,SOP; NEI,1,"Peace treaty imposes harsh terms on Germany: war guilt, reparations, territorial losses, military limits, and League of Nations — but Germany not destroyed.","Perhaps the most consequential treaty in AP Euro. Its harshness fuels German resentment (Hitler exploits this), while its weakness fails to prevent WWII. Key causation essay topic.",WWI devastation; French desire for security and revenge; Wilson's Fourteen Points vs. European realpolitik; War guilt and reparations debates,Germany humiliated but not crushed; War guilt clause (Article 231); Reparations burden; League of Nations (without US); German resentment fuels Nazi rise; New nations created in Eastern Europe,"Versailles: too harsh to forgive, too soft to prevent — the treaty that failed",Viault Ch.29; CED,high
u8-003,1917,1917,1917,exact,Russian Revolution,event,8,8.3,Russia,political; social; economic,SOP; SOD; ECON,1,"February Revolution overthrows the tsar; October Revolution brings Lenin's Bolsheviks to power, establishing the world's first communist state.","One of the 20th century's most consequential events. Creates the Soviet Union, inspires global communist movements, and sets up the Cold War ideological conflict.",WWI military disasters and economic strain; Tsarist autocracy and resistance to reform; Peasant land hunger and worker exploitation; Bolshevik organization and Lenin's leadership; Marxist ideology,End of Romanov dynasty; Soviet Union established; Treaty of Brest-Litovsk (Russia exits WWI); Civil war (1918-1921); Communism as global alternative to capitalism; Fear of revolution shapes Western politics,"1917: two revolutions — February topples tsar, October brings Lenin",Viault Ch.30; CED,high
u8-004,1929–1939,1929,1939,range,Great Depression,period,8,8.4,Britain; France; German States; Italy; Eastern Europe,economic; political; social,ECON; SOP; SOD,1,"Global economic collapse: mass unemployment, bank failures, trade collapse — destabilizes democracies and enables rise of fascism and Nazism.",Direct cause of Hitler's rise to power. Shows how economic crisis can destroy democratic institutions. Essential for causation essays linking economics to political extremism.,US stock market crash (1929); Overproduction and underconsumption; International debt and reparations problems; Structural weaknesses in post-WWI economies,Mass unemployment across Europe; Weimar Republic destabilized → Nazi rise; Democratic governments weakened; Turn toward economic nationalism; Government intervention in economy increases (Keynesianism),"Depression: no jobs, no hope → people turn to dictators",Viault Ch.32; CED,high
u8-005,1933–1945,1933,1945,range,Nazi Germany / Hitler's Rule,period,8,8.5,German States,political; social; war-diplomacy,SOP; SOD; NEI,1,"Hitler establishes totalitarian Nazi dictatorship based on racial ideology, militarism, antisemitism, and aggressive expansion, culminating in WWII and the Holocaust.","The most extreme example of totalitarianism and its consequences. Understanding Nazism is essential for essays on authoritarianism, ideology, genocide, and the causes of WWII.",Versailles humiliation and war guilt; Great Depression economic crisis; Weimar Republic's weaknesses; Hitler's charisma and propaganda; Fear of communism; Antisemitism,Totalitarian state (Gleichschaltung); Nuremberg Laws and Holocaust; Aggressive expansion and appeasement; World War II; 12+ million killed in Holocaust,Hitler: Versailles + Depression + antisemitism → totalitarianism → war → Holocaust,Viault Ch.32; CED,high
u8-006,1922–1953,1922,1953,range,Stalin's Soviet Union,period,8,8.3,Russia,political; economic; social,SOP; ECON; SOD,1,"Stalin transforms the USSR through forced collectivization, Five-Year Plans, and the Great Purges — industrializing rapidly at enormous human cost.","Key comparison with Nazi Germany as totalitarian state. Stalin's policies kill millions (famine, purges, gulags) while industrializing the USSR. Essential for comparative totalitarianism essays.",Lenin's death and power struggle; Desire for rapid industrialization; Communist ideology of centralized control; Stalin's personal ruthlessness,"Forced collectivization → famine (Ukraine, ~5 million dead); Rapid industrialization via Five-Year Plans; Great Purges (1936-38); Gulag system; USSR becomes industrial/military power; Totalitarian state model","Stalin: collectivize, industrialize, terrorize — millions die, USSR becomes superpower",Viault Ch.30; CED,high
u8-007,1939–1945,1939,1945,range,World War II,war,8,8.6,France; Britain; German States; Russia; Italy; Eastern Europe,war-diplomacy; political,SOP; INT,1,"Global war caused by Nazi aggression, appeasement failure, and unresolved WWI issues; includes unprecedented destruction, Holocaust, and reshapes world order.","Culmination of interwar failures. Leads to the Cold War, decolonization, European integration, and the modern world order. 60+ million dead worldwide.",Nazi aggression and expansionism; Appeasement (Munich 1938); Nazi-Soviet Pact (1939); Failure of collective security (League of Nations); Unresolved Versailles issues,60+ million dead; Holocaust; Europe devastated; Cold War begins; Decolonization accelerates; United Nations established; Nuremberg Trials establish principle of international justice,"WWII: Hitler's war destroys Europe, creates the Cold War world",Viault Ch.34-35; CED,high
u8-008,1941–1945,1941,1945,range,The Holocaust,event,8,8.6,German States; Eastern Europe,social; political,SOD; SOP; NEI,1,"Systematic Nazi genocide of 6 million Jews plus millions of Roma, disabled, political prisoners, and others — industrial-scale murder unprecedented in history.","The most extreme consequence of European antisemitism, racism, and totalitarianism. Essential for understanding human rights, memory, and the post-war moral order.",Centuries of European antisemitism; Nazi racial ideology; Wartime conditions enabling secrecy and scale; Bureaucratic efficiency applied to murder; Wannsee Conference (1942) coordinates 'Final Solution',6 million Jews murdered; Millions of others killed; Creation of Israel (1948); Nuremberg Trials; Human rights movement; 'Never again' as moral imperative; Trauma shapes European identity,Holocaust: 6 million Jews — industrial genocide born of ideology and bureaucracy,CED; Viault Ch.35,high
u9-001,1947–1991,1947,1991,range,Cold War,process,9,9.1,Russia; France; Britain; German States; Eastern Europe,war-diplomacy; political,SOP; INT,1,"Ideological, political, and military rivalry between the US-led Western bloc and Soviet-led Eastern bloc, dividing Europe and shaping global politics for 45 years.","Dominant framework for post-1945 European history. Determines alliances, economics, culture, and the daily lives of Europeans on both sides of the Iron Curtain.",Ideological conflict: capitalism vs. communism; Post-WWII power vacuum in Europe; Soviet control of Eastern Europe; Truman Doctrine and containment policy; Berlin Blockade (1948-49),NATO vs. Warsaw Pact; Berlin Wall (1961-1989); Arms race and nuclear threat; Proxy conflicts worldwide; European integration in West; Repression in East; Détente → Gorbachev → collapse of USSR,Cold War: iron curtain divides Europe — capitalism vs. communism for 45 years,Viault Ch.36; CED,high
u9-002,1948,1948,1948,exact,Marshall Plan,event,9,9.1,France; Britain; German States; Italy; Netherlands,economic; war-diplomacy,ECON; SOP; INT,1,"US provides ~$13 billion in economic aid to rebuild Western Europe, stimulating recovery, strengthening capitalism, and binding Europe to the US-led Western bloc.","Explains Western Europe's rapid post-war recovery, strengthens US-European alliance, and is rejected by USSR — deepening Cold War division.",European post-war devastation; Fear of communist expansion; US desire for stable trading partners; Truman Doctrine,Western European economic recovery; Strengthens US-European alliance; Rejected by USSR and Eastern Europe; Contributes to European integration; Cold War division deepened,"Marshall Plan: America rebuilds Europe, buys allies against communism",Viault Ch.36; CED,high
u9-003,1951–present,1951,2026,range,European Integration,process,9,9.3,France; German States; Italy; Netherlands; Belgium; Britain; Spain; Eastern Europe,political; economic,SOP; ECON; NEI,1,From ECSC (1951) through EEC (1957) to EU (1993) and euro (2002): European nations progressively integrate economically and politically to prevent war and promote prosperity.,"Most significant long-term development in post-war Europe. Transforms former enemies into partners. Key for essays on European identity, sovereignty, and contemporary challenges.",Devastation of two world wars; Cold War incentive for Western unity; Economic interdependence; Franco-German reconciliation; Desire to prevent future war,"Common market and customs union; Single currency (euro); Free movement of people; Expansion to 27+ members; Challenges: Brexit, migration, populism; European identity debated",ECSC → EEC → EU → euro: from coal and steel to a continent united,CED; Viault Ch.37,high
u9-004,1956,1956,1956,exact,Hungarian Revolution,event,9,9.2,Eastern Europe,political; war-diplomacy,SOP; NEI,2,"Hungarians revolt against Soviet-backed communist government; Soviet tanks crush the uprising, killing thousands and demonstrating the limits of de-Stalinization.",Shows Soviet willingness to use force to maintain Eastern bloc control. Key evidence for Cold War repression and the failure of reform within the Soviet system.,De-Stalinization under Khrushchev; Hungarian desire for independence; Economic grievances; Inspiration from Polish protests,"~2,500 Hungarians killed; 200,000 flee to West; Soviet control of Eastern Europe reaffirmed; Western inaction demonstrates Cold War limits; Dampens reform hopes in Eastern Europe",Hungary 1956: revolt crushed by Soviet tanks — freedom will have to wait,Viault Ch.38; CED,high
u9-005,1968,1968,1968,exact,Prague Spring and 1968 Protests,event,9,9.2,Eastern Europe; France; German States,political; social,SOP; SOD; CID,1,"Dubček's reforms in Czechoslovakia ('socialism with a human face') crushed by Soviet invasion; simultaneously, student/worker protests sweep Western Europe.",1968 is a pivotal year: shows both Cold War repression (East) and generational/cultural rebellion (West). Prague Spring demonstrates impossibility of reforming Soviet system from within.,"De-Stalinization pressures; Dubček's reformist agenda; Western youth radicalism; Vietnam War opposition; Cultural revolution (sexual, feminist, anti-establishment)",Brezhnev Doctrine: USSR will intervene to protect socialism; Western student movements reshape culture; May 1968 in France (near-revolution); Counterculture and New Left; Limits of reform communism shown,"1968: Prague crushed, Paris burns, world youth rebels",CED; Viault Ch.38,high
u9-006,1989–1991,1989,1991,range,Fall of Communism,event,9,9.4,German States; Eastern Europe; Russia,political,SOP; NEI,1,"Berlin Wall falls (1989), communist regimes collapse across Eastern Europe, Germany reunifies (1990), and the Soviet Union dissolves (1991) — ending the Cold War.","Most important turning point since 1945. Ends the Cold War, reunifies Europe, and raises hopes for democracy and integration — but also creates new challenges.",Gorbachev's glasnost and perestroika; Economic failure of communist systems; Solidarity movement in Poland; Nationalist pressures within USSR; Inability to sustain arms race,"Berlin Wall falls (Nov 9, 1989); German reunification (1990); Soviet Union dissolves (Dec 1991); Former communist states transition to democracy and capitalism; EU and NATO expand eastward; New challenges: ethnic conflict (Yugoslavia), economic shock therapy","1989: Wall falls; 1991: USSR falls — Cold War over, new world begins",CED; Viault Ch.38,high
u9-007,1992–present,1992,2026,range,Contemporary European Challenges,process,9,9.5,France; Britain; German States; Eastern Europe; Balkans,political; social; economic,SOP; NEI; SOD; ECON,2,"Post-Cold War Europe faces EU expansion, migration crises, populist movements, Brexit (2016-2020), terrorism, economic crises, and debates over European identity.","Contemporary context for the entire course. Shows that historical forces (nationalism, integration, migration, economic inequality) continue to shape Europe today.",End of Cold War creates new instabilities; Globalization creates winners and losers; Immigration from Middle East and Africa; Eurozone economic crises; Rise of populist/nationalist movements,EU expands to 27+ members but faces internal tensions; Brexit (UK leaves EU); Yugoslav Wars (1990s); Migration crises; Populist parties gain power; Debates over sovereignty vs. integration,Contemporary Europe: united but divided — integration vs. nationalism continues,CED,high
u8-009,1922–1943,1922,1943,range,Fascist Italy / Mussolini,period,8,8.4,Italy,political,SOP; NEI,1,"Mussolini establishes the first fascist state: one-party rule, corporate state, aggressive nationalism, cult of personality, but less total control than Nazi Germany.",Mussolini creates the fascist model that Hitler adapts. Important comparison: Italian fascism is authoritarian but less ideologically extreme and less efficient than Nazism.,Post-WWI disillusionment; Fear of communist revolution; Weak liberal government; Nationalist frustration over 'mutilated victory',One-party state established; Lateran Pacts with papacy (1929); Ethiopia invaded (1935); Alliance with Nazi Germany; Italy enters WWII (1940); Mussolini overthrown (1943),"Mussolini: first fascist, model for Hitler, but less extreme and less efficient",Viault Ch.31; CED,high
u7-010,c. 1870–1914,1870,1914,range,Second Industrial Revolution,process,7,7.5,German States; Britain; France; Italy; Russia,economic; scientific,ECON; TSI,1,"New wave of industrialization based on steel, chemicals, electricity, and petroleum; Germany and the US challenge British industrial dominance.","Transforms the economy again: new industries, new technologies, new forms of corporate organization. Germany's industrial rise directly contributes to great-power rivalries and WWI.","Scientific advances applied to industry; New energy sources (electricity, petroleum); Corporate organization and finance; Government investment in infrastructure and education","Mass production and consumer goods; New industrial powers (Germany, US); Urbanization accelerates; Working-class grows; Intensified international competition; Foundation for total war capability","2nd Industrial Rev: steel, chemicals, electricity — Germany rises, Britain worries",Viault Ch.26; CED,high
u9-008,c. 1945–1975,1945,1975,range,Decolonization,process,9,9.3,France; Britain; Netherlands; Belgium,imperial; political,INT; SOP; NEI,1,"European colonial empires dissolve as colonies gain independence — sometimes peacefully (British India), sometimes violently (Algeria, Vietnam).",Ends 500 years of European global dominance. Shows how WWII weakened imperial powers and how anti-colonial nationalism drew on European revolutionary ideas.,WWII weakens European powers; Anti-colonial nationalism; Cold War context (US/USSR oppose colonialism); UN Charter supports self-determination; Cost of maintaining empires,Dozens of new nations in Africa and Asia; Algerian War (1954-62) traumatizes France; Suez Crisis (1956) humiliates Britain and France; Immigration to former colonial powers; Postcolonial identities and conflicts,Decolonization: empires built over 500 years crumble in 30,CED; Viault Ch.39,high
u9-009,c. 1945–1980,1945,1980,range,Welfare State,process,9,9.3,Britain; France; German States; Scandinavia,economic; social; political,ECON; SOD; SOP,1,"Western European governments build comprehensive social safety nets: national health care, pensions, unemployment insurance, public education — the 'cradle to grave' welfare state.",Defines post-war Western European society. Shows how capitalism was reformed (not replaced) to prevent the conditions that produced fascism and communism.,Post-war consensus for social reform; Beveridge Report (1942) in Britain; Fear of return to Depression-era conditions; Labor/social democratic political strength; Cold War competition with communist welfare claims,"Universal healthcare (NHS in Britain); Comprehensive social insurance; Reduced inequality; Consumer society; Later challenged by neoliberalism (Thatcher, 1980s)","Welfare state: from cradle to grave — government provides, capitalism persists",CED; Viault Ch.37,high
u4-013,c. 1620–1700,1620,1700,range,Bacon and Descartes: New Methods,event,4,4.1,Britain; France,intellectual; scientific,CID; TSI,2,Francis Bacon promotes empiricism/inductive reasoning; René Descartes promotes rationalism/deductive reasoning — together they establish the foundations of modern scientific method.,Bacon and Descartes define the two pillars of modern knowledge: observation and reason. Essential for understanding how the Scientific Revolution changes European thought.,Scientific Revolution demands new methods; Dissatisfaction with Aristotelian/scholastic methods; Renaissance emphasis on observation,"Empiricism influences British philosophical tradition (Locke, Hume); Rationalism influences continental philosophy; Scientific method combining both approaches; Foundation for Enlightenment epistemology","Bacon = observe the world; Descartes = 'I think, therefore I am'",Viault Ch.11; CED,high
u4-014,c. 1700–1800,1700,1800,range,Voltaire and Religious Toleration,event,4,4.2,France,intellectual; religion,CID,1,"Voltaire champions religious toleration, free speech, and rational critique of superstition and fanaticism, becoming the Enlightenment's most famous voice.",Voltaire embodies the Enlightenment attack on intolerance and institutional religion. His wit and prolific writing make him the go-to example for Enlightenment critique.,Exposure to English liberty and Locke during exile; Outrage at religious persecution (Calas affair); Enlightenment values of reason and toleration,Popularizes Enlightenment ideas across Europe; Attacks on Catholic Church influence anticlerical movements; 'Écrasez l'infâme' (crush the infamous thing); Model for public intellectual engagement,"Voltaire: 'I may not agree with what you say, but I will defend your right to say it'",Viault Ch.12; CED,high
u5-007,1804,1804,1804,exact,Napoleonic Code,event,5,5.3,France,political; social,SOP; SOD,1,"Napoleon's comprehensive legal code establishes legal equality, property rights, and secular authority — codifying key revolutionary principles while reinforcing patriarchal authority.",Outlasts Napoleon's empire: adopted across Europe and beyond. Represents both the Revolution's achievements (legal equality) and limits (women's subordination).,Need to unify France's varied legal systems; Revolutionary principles of equality before law; Napoleon's desire for efficient administration,Legal equality and property rights codified; Spread across conquered territories; Patriarchal family law (women subordinated); Model for legal systems worldwide; Enduring legacy in continental European law,Napoleonic Code: equality before law (for men); women wait,Viault Ch.15; CED,high
u6-004,c. 1750–1850,1750,1850,range,Agricultural Revolution,process,6,6.1,Britain; Netherlands,economic; scientific,ECON; TSI,2,"Innovations in farming (crop rotation, enclosure, selective breeding, seed drill) increase food production, support population growth, and free labor for factories.","Precondition for Industrial Revolution: more food → population growth → surplus labor → factory workers. Enclosure displaces peasants, creating the industrial workforce.",Scientific approach to farming; Enclosure movement consolidates land; New crops from Columbian Exchange; Market incentives for efficiency,Population growth; Peasants displaced by enclosure → move to cities; Surplus labor for factories; Foundation for Industrial Revolution,Agri Revolution: better farming → more people → workers for factories,Viault Ch.20; CED,high
u5-008,1756–1763,1756,1763,range,Seven Years' War,war,5,5.5,France; Britain; Austria; German States; Russia,war-diplomacy,SOP; INT,2,"Global conflict ('first world war') pitting Britain/Prussia against France/Austria/Russia; Britain gains French colonies, Prussia survives, France is weakened financially.",Reshapes the colonial balance (Britain dominates) and weakens France financially — a direct cause of the French Revolution's fiscal crisis.,Diplomatic Revolution (alliance shift); Colonial rivalry between Britain and France; Prussian-Austrian rivalry; Frederick II's aggression,British colonial supremacy (Treaty of Paris 1763); French financial crisis → contributes to Revolution; Prussia confirmed as great power; Diplomatic Revolution pattern,"Seven Years' War: Britain wins colonies, France goes broke → Revolution",Viault Ch.10; CED,high
u7-011,c. 1815–1914,1815,1914,range,Feminism and Women's Rights Movements,process,7,7.7,Britain; France; German States,social; political,SOD; SOP,2,"Women organize for legal rights, education, property ownership, and eventually suffrage; Mary Wollstonecraft, suffragettes, and feminist intellectuals challenge patriarchy.",Essential AP social history: shows how excluded groups use Enlightenment and revolutionary language to demand inclusion. Key for gender-themed essays and complexity points.,Enlightenment ideas of natural rights applied to women; Wollstonecraft's Vindication of the Rights of Woman (1792); Women's role in revolutions and reform movements; Industrialization changes women's economic roles,Property rights for married women; Access to education and professions; Suffragette movement (early 20th century); Limited suffrage gains before WWI; WWI accelerates women's suffrage,"Wollstonecraft: 'If women have reason, they deserve rights' → suffragettes follow",CED,high
u8-010,1938,1938,1938,exact,Munich Agreement (Appeasement),event,8,8.5,German States; Britain; France,war-diplomacy; political,SOP,1,Britain and France allow Hitler to annex the Sudetenland from Czechoslovakia in exchange for 'peace in our time' — appeasement's most notorious failure.,Defines the concept of appeasement. Chamberlain's failure to stop Hitler at Munich becomes the cautionary tale for all subsequent foreign policy. Key for causation of WWII.,Hitler's demand for Sudetenland (German speakers); British/French desire to avoid war; Memories of WWI carnage; Belief that Hitler's demands were limited,Hitler emboldened — takes rest of Czechoslovakia (1939); Appeasement discredited; War becomes inevitable; Churchill vindicated; Lesson shapes Cold War resolve,"Munich 1938: Chamberlain waves paper, says 'peace' — wrong",Viault Ch.34; CED,high
u9-010,1961,1961,1961,exact,Berlin Wall Built,event,9,9.2,German States,political; war-diplomacy,SOP; NEI,1,East Germany builds a wall dividing Berlin to stop mass emigration to the West — becomes the most potent symbol of Cold War division.,Physical embodiment of the Iron Curtain. Its fall in 1989 becomes the symbol of communism's collapse. Essential evidence for Cold War essays.,Mass emigration from East to West Germany; Soviet desire to stabilize East German regime; Cold War tensions over Berlin,Families divided; East Germany stabilized (temporarily); Symbol of Cold War oppression; Its fall (1989) becomes the defining image of communism's end,"1961: wall goes up, divides Berlin; 1989: wall comes down, Europe reunites",CED; Viault Ch.36,high
